Unnamed: 0,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position ,Longitude,Latitude,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Distance traveled (km),Distance_geopy
11,,2017-07-10 00:34:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
12,,2017-07-10 00:38:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
13,,2017-07-10 00:38:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
14,,2017-07-10 00:39:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
15,,2017-07-10 00:40:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
16,,2017-07-10 00:41:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
17,,2017-07-10 00:42:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
18,,2017-07-10 00:42:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
19,,2017-07-10 00:43:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
20,,2017-07-10 00:44:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
21,,2017-07-10 00:45:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
22,,2017-07-10 00:46:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
23,,2017-07-10 00:47:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
24,,2017-07-10 00:47:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
25,,2017-07-10 00:48:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
26,,2017-07-10 00:49:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
27,,2017-07-10 00:50:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
28,,2017-07-10 00:51:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
29,,2017-07-10 00:51:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
30,,2017-07-10 00:52:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
31,,2017-07-10 00:53:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
32,,2017-07-10 00:54:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
33,,2017-07-10 00:55:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
34,,2017-07-10 00:55:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
35,,2017-07-10 00:56:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
36,,2017-07-10 01:00:00,0,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距小水 约148米,距茶山板 约303米",113.0367,25.640438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0
37,,2017-07-10 01:00:00,60,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距张家 约516米,距长沙饭店 约643米",113.02908,25.612953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3150.2334915437023
38,,2017-07-10 01:01:00,64,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距三元冲 约278米,距石门口 约666米",113.0293,25.60589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,785.6806250178232
39,,2017-07-10 01:02:00,53,0,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距九树下站 约499米,距洪水井 约487米",113.03139,25.59908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,785.7058810045888
40,,2017-07-10 01:03:00,63,1,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距新田湾 约132米,距洪水井 约285米",113.029816,25.592428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,756.3242665238766
41,,2017-07-10 01:04:00,40,1,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距邓家塘学校 约46米,距邓家塘村 约421米",113.02911,25.585815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,738.7339906196274
42,,2017-07-10 01:04:00,59,1,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距邓家塘村 约271米,距郴州家多美腻子粉厂 约271米",113.03089,25.580486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,618.8666525115441
43,,2017-07-10 01:05:00,60,1,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距泥鳅窝 约164米,距大塘板 约468米",113.03624,25.574215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,879.8685765506793
44,,2017-07-10 01:06:00,66,2,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距泥鳅窝 约680米,距陈家宅 约792米",113.039696,25.568062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,766.9891730660172
45,,2017-07-10 01:07:00,55,2,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距平南村 约819米,距腊园铺 约821米",113.03975,25.56074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,814.1884215326952
46,,2017-07-10 01:08:00,72,2,"ACC开,3D定位,天线正常","湖南省郴州市苏仙区,距折岭头 约758米,距平源村 约857米",113.03666,25.553066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,907.8679056123326
47,,2017-07-10 01:08:00,44,2,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距菜家坪 约401米,距折岭头 约655米",113.03479,25.546911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,709.6514981637961
48,,2017-07-10 01:09:00,69,3,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距折岭下 约447米,距菜家坪 约449米",113.02935,25.542818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,710.6345213076223
49,,2017-07-10 01:10:00,74,3,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距鸦鹰石 约179米,距折岭下 约650米",113.02267,25.535639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1042.3101050010334
50,,2017-07-10 01:11:00,84,3,"ACC开,3D定位,天线正常","湖南省郴州市宜章县G107(京深线),距栗树下 约298米,距大水洞 约453米",113.02033,25.526646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1027.1710989296973
51,,2017-07-10 01:12:00,81,4,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距李家湾 约288米,距南子冲 约477米",113.01485,25.518492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1060.4017680199738
52,,2017-07-10 01:12:00,59,4,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距南子冲 约572米,距石口 约728米",113.00874,25.511736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,969.6878002574664
53,,2017-07-10 01:13:00,29,4,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距石口 约204米,距松林寺 约776米",113.00688,25.50727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,530.5195219889819
54,,2017-07-10 01:14:00,43,4,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距石口 约272米,距松林寺 约306米",113.0057,25.50315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,473.1822414385914
55,,2017-07-10 01:15:00,77,5,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距松林寺 约518米,距谷家湾 约561米",113.00361,25.496008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,821.3900838838872
56,,2017-07-10 01:16:00,82,5,"ACC开,3D定位,天线正常","湖南省郴州市宜章县,距沙坪里村 约768米",112.99774,25.48756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1108.8508907595792
