Unnamed: 0,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance traveled (km),Distance_geopy
23,2017-06-05 00:23:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
24,2017-06-05 00:24:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
25,2017-06-05 00:25:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
26,2017-06-05 00:26:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
27,2017-06-05 00:27:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
28,2017-06-05 00:28:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
29,2017-06-05 00:29:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
30,2017-06-05 00:30:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
31,2017-06-05 00:31:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
32,2017-06-05 00:32:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
33,2017-06-05 00:33:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
34,2017-06-05 00:34:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
35,2017-06-05 00:35:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
36,2017-06-05 00:36:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
37,2017-06-05 00:37:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
38,2017-06-05 00:38:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
39,2017-06-05 00:39:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
40,2017-06-05 00:40:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
41,2017-06-05 00:41:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
42,2017-06-05 00:42:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
43,2017-06-05 00:43:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
44,2017-06-05 00:44:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
45,2017-06-05 00:45:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
46,2017-06-05 00:46:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
47,2017-06-05 00:47:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
48,2017-06-05 00:48:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
49,2017-06-05 00:49:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
50,2017-06-05 00:50:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
51,2017-06-05 00:51:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
52,2017-06-05 00:52:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
53,2017-06-05 00:53:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
54,2017-06-05 00:54:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
55,2017-06-05 00:55:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
56,2017-06-05 00:56:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
57,2017-06-05 00:57:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
58,2017-06-05 00:58:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
59,2017-06-05 00:59:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
60,2017-06-05 01:00:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
61,2017-06-05 01:01:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
62,2017-06-05 01:02:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
63,2017-06-05 01:03:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
64,2017-06-05 01:04:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
65,2017-06-05 01:05:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
66,2017-06-05 01:06:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
67,2017-06-05 01:07:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
68,2017-06-05 01:08:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
69,2017-06-05 01:09:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
70,2017-06-05 01:10:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
71,2017-06-05 01:11:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
72,2017-06-05 01:12:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
73,2017-06-05 01:13:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
74,2017-06-05 01:14:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
75,2017-06-05 01:15:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
76,2017-06-05 01:16:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
77,2017-06-05 01:17:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
78,2017-06-05 01:18:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
79,2017-06-05 01:19:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
80,2017-06-05 01:20:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
81,2017-06-05 01:21:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
82,2017-06-05 01:22:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
83,2017-06-05 01:23:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
84,2017-06-05 01:24:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
85,2017-06-05 01:25:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
86,2017-06-05 01:26:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
87,2017-06-05 01:27:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
88,2017-06-05 01:28:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
89,2017-06-05 01:29:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
90,2017-06-05 01:30:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
91,2017-06-05 01:31:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
92,2017-06-05 01:32:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
93,2017-06-05 01:33:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
94,2017-06-05 01:34:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
95,2017-06-05 01:35:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
96,2017-06-05 01:36:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
97,2017-06-05 01:37:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
98,2017-06-05 01:38:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
99,2017-06-05 01:39:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
100,2017-06-05 01:40:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
101,2017-06-05 01:41:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
102,2017-06-05 01:42:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
103,2017-06-05 01:43:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
104,2017-06-05 01:44:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
105,2017-06-05 01:45:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
106,2017-06-05 01:46:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
107,2017-06-05 01:47:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
108,2017-06-05 01:48:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
109,2017-06-05 01:49:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
110,2017-06-05 01:50:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
111,2017-06-05 01:51:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
112,2017-06-05 01:52:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
113,2017-06-05 01:53:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
114,2017-06-05 01:54:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
115,2017-06-05 01:55:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
116,2017-06-05 01:56:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
117,2017-06-05 01:57:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
118,2017-06-05 01:58:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约220米,距方家湾 约563米",114.36926499999998,30.354101,0,0.0
119,2017-06-05 01:59:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,24.378231822863413
120,2017-06-05 02:02:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
121,2017-06-05 02:03:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
122,2017-06-05 02:04:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
123,2017-06-05 02:05:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
124,2017-06-05 02:06:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
125,2017-06-05 02:07:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
126,2017-06-05 02:08:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
127,2017-06-05 02:09:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
128,2017-06-05 02:10:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
129,2017-06-05 02:11:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
130,2017-06-05 02:12:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
131,2017-06-05 02:13:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
132,2017-06-05 02:14:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
133,2017-06-05 02:15:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
134,2017-06-05 02:16:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
135,2017-06-05 02:17:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
136,2017-06-05 02:18:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
137,2017-06-05 02:19:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
138,2017-06-05 02:20:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
139,2017-06-05 02:21:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
140,2017-06-05 02:22:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
141,2017-06-05 02:23:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
142,2017-06-05 02:24:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
143,2017-06-05 02:25:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
144,2017-06-05 02:26:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约207米,距方家湾 约572米",114.369011,30.354096,0,0.0
145,2017-06-05 02:27:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,10.722693547080757
146,2017-06-05 02:28:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
147,2017-06-05 02:29:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
148,2017-06-05 02:30:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
149,2017-06-05 02:31:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
150,2017-06-05 02:32:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
151,2017-06-05 02:33:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
152,2017-06-05 02:34:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
153,2017-06-05 02:35:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
154,2017-06-05 02:36:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
155,2017-06-05 02:37:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
156,2017-06-05 02:38:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
157,2017-06-05 02:39:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
158,2017-06-05 02:40:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
159,2017-06-05 02:41:00,0,0,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大朱村 约214米,距方家湾 约570米",114.369121,30.354113,0,0.0
